NGO_Name,state,Primary_SDG,Annual_Budget,Data_Assets,Infrastructure_Gap,Debt_Sensitivity,ZOPA_Flexibility
Bharat_Impact_NGO_0977,Tamil Nadu,SDG 13: Climate Action,4366835,Rural Land Records,Agri-Tech Sensors,Low,0.67
Bharat_Impact_NGO_0978,Rajasthan,SDG 13: Climate Action,3473111,Rural Land Records,Smart Village Grids,Low,0.87
Bharat_Impact_NGO_0979,Maharashtra,SDG 4: Quality Education,1324315,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.42
Bharat_Impact_NGO_0980,Uttar Pradesh,SDG 17: Partnerships,1150844,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.41
Bharat_Impact_NGO_0981,Maharashtra,SDG 13: Climate Action,4127272,Localized Crop Yield Data,Smart Village Grids,High,0.39
Bharat_Impact_NGO_0982,Odisha,SDG 17: Partnerships,3615162,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Low,0.65
Bharat_Impact_NGO_0983,Odisha,SDG 17: Partnerships,3667947,Rural Land Records,Vernacular AI Models,High,0.17
Bharat_Impact_NGO_0984,Maharashtra,SDG 4: Quality Education,3430385,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.2
Bharat_Impact_NGO_0985,Bihar,SDG 9: Industry & Innovation,1106272,Localized Crop Yield Data,Vernacular AI Models,Low,0.26
Bharat_Impact_NGO_0986,Kerala,SDG 17: Partnerships,2737899,Self-Help Group (SHG) Networks,Smart Village Grids,Medium,0.41
Bharat_Impact_NGO_0987,Tamil Nadu,SDG 9: Industry & Innovation,166742,Traditional Craft Knowledge,Last-mile Fiber (BharatNet),Medium,0.19
Bharat_Impact_NGO_0988,Rajasthan,SDG 17: Partnerships,4676211,Rural Land Records,Smart Village Grids,Low,0.77
Bharat_Impact_NGO_0989,Kerala,SDG 4: Quality Education,2242923,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.35
Bharat_Impact_NGO_0990,Tamil Nadu,SDG 13: Climate Action,3909175,Traditional Craft Knowledge,Tier-3 City Cloud Infrastructure,Medium,0.7
Bharat_Impact_NGO_0991,Rajasthan,SDG 13: Climate Action,2433563,Self-Help Group (SHG) Networks,Tier-3 City Cloud Infrastructure,High,0.59
Bharat_Impact_NGO_0992,Uttar Pradesh,SDG 17: Partnerships,148951,Rural Land Records,Last-mile Fiber (BharatNet),Medium,0.19
Bharat_Impact_NGO_0993,Kerala,SDG 9: Industry & Innovation,4367964,Self-Help Group (SHG) Networks,Vernacular AI Models,High,0.72
Bharat_Impact_NGO_0994,Gujarat,SDG 13: Climate Action,3883784,Self-Help Group (SHG) Networks,Vernacular AI Models,Medium,0.52
Bharat_Impact_NGO_0995,Maharashtra,SDG 4: Quality Education,2062765,Localized Crop Yield Data,Agri-Tech Sensors,Medium,0.2
Bharat_Impact_NGO_0996,Tamil Nadu,SDG 4: Quality Education,3363563,Self-Help Group (SHG) Networks,Agri-Tech Sensors,Medium,0.38
Bharat_Impact_NGO_0997,Karnataka,SDG 17: Partnerships,4252557,Localized Crop Yield Data,Last-mile Fiber (BharatNet),Low,0.25
Bharat_Impact_NGO_0998,Uttar Pradesh,SDG 9: Industry & Innovation,3909305,Vernacular Language Datasets,Tier-3 City Cloud Infrastructure,Low,0.68
Bharat_Impact_NGO_0999,Maharashtra,SDG 13: Climate Action,3353150,Localized Crop Yield Data,Smart Village Grids,Low,0.88
Bharat_Impact_NGO_1000,West Bengal,SDG 9: Industry & Innovation,4467113,Vernacular Language Datasets,Vernacular AI Models,Low,0.38
